13.60,1.50,2.00,soft,takeoff
13.60,8.78,2.00,soft,-
6.00,9.91,1.00,hard,-
6.00,8.05,1.00,hard,yaw180
1.85,8.02,2.25,hard,-
1.85,5.05,2.25,hard,landtakeoff
13.60,1.50,2.00,soft,land
